Strategy report
Symbol: AAPL
Work Time: 4/27/20 9:37 AM - 5/1/20 3:30 PM


Id;Strategy;Side;Amount;Price;Date/Time;Trade P/L;P/L;Position;
1;R2Trend(R2_StrongDowntrendSE);Sell to Open;-100.0;$280.08;4/27/20 9:37 AM;;($35.40);-100.0;
2;R2Trend(MovAvgSX);Buy to Close;100.0;$282.14;4/27/20 9:51 AM;($206.40);($206.40);0.0;
3;R2Trend(R2_StrongDowntrendSE);Sell to Open;-100.0;$282.93;4/28/20 10:24 AM;;($202.40);-100.0;
4;R2Trend(MovAvgSX);Buy to Close;100.0;$281.76;4/28/20 11:27 AM;$117.00;($89.40);0.0;
5;R2Trend(R2_StrongUptrendLE);Buy to Open;100.0;$294.19;5/1/20 10:00 AM;;$21.60;100.0;
6;R2Trend(MovAvgLX);Sell to Close;-100.0;$295.62;5/1/20 10:38 AM;$143.00;$53.60;0.0;
7;R2Trend(R2_StrongUptrendLE);Buy to Open;100.0;$296.68;5/1/20 11:02 AM;;$37.30;100.0;
8;R2Trend(MovAvgLX);Sell to Close;-100.0;$296.00;5/1/20 11:16 AM;($68.30);($14.70);0.0;
9;R2Trend(R2_StrongDowntrendSE);Sell to Open;-100.0;$293.59;5/1/20 11:53 AM;;($10.31);-100.0;
10;R2Trend(MovAvgSX);Buy to Close;100.0;$291.30;5/1/20 1:04 PM;$229.50;$214.80;0.0;
11;R2Trend(R2_StrongDowntrendSE);Sell to Open;-100.0;$290.93;5/1/20 3:30 PM;;$214.80;-100.0;


Max trade P/L: $229.50;

Total P/L: $214.80;

Total order(s): 5;
